Wage (€),Value (€),Name,Age,Nationality,Overall,Potential,Club,Special,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,CAM,CB,CDM,CF,CM,ID,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,Preferred Positions,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
37000,11500000,A. Golovin,21,Russia,76,84,CSKA Moscow,2003,80.0,59.0,75.0,65.0,79.0,67.0,63.0,73.0,85.0,66.0,68.0,12.0,14.0,14.0,10.0,16.0,38.0,68.0,63.0,72.0,74.0,67.0,52.0,73.0,69.0,77.0,75.0,66.0,83.0,78.0,71.0,54.0,74.0,70.0,76.0,64.0,71.0,75.0,75.0,225663,76.0,70.0,64.0,75.0,71.0,75.0,76.0,70.0,75.0,72.0,LM CDM CM,76.0,70.0,64.0,75.0,71.0,75.0,76.0,70.0,75.0,72.0,70.0
9000,8500000,E. Codesto,25,Chile,76,76,Colo-Colo,2000,88.0,62.0,78.0,76.0,72.0,80.0,75.0,86.0,73.0,74.0,75.0,12.0,12.0,13.0,15.0,13.0,64.0,40.0,64.0,72.0,75.0,40.0,73.0,73.0,75.0,74.0,82.0,33.0,73.0,80.0,35.0,70.0,77.0,76.0,75.0,52.0,59.0,75.0,71.0,160126,75.0,58.0,52.0,71.0,59.0,75.0,75.0,74.0,75.0,61.0,RM,75.0,58.0,52.0,71.0,59.0,75.0,75.0,74.0,75.0,61.0,74.0
71000,10000000,J. Ayew,25,Ghana,76,79,Swansea City,1922,75.0,75.0,79.0,71.0,78.0,70.0,70.0,77.0,80.0,73.0,71.0,6.0,8.0,7.0,16.0,8.0,76.0,35.0,72.0,60.0,74.0,23.0,74.0,72.0,76.0,74.0,76.0,25.0,77.0,74.0,22.0,74.0,70.0,74.0,74.0,49.0,54.0,75.0,68.0,197756,74.0,53.0,49.0,68.0,54.0,75.0,74.0,75.0,75.0,57.0,RM LM ST,74.0,53.0,49.0,68.0,54.0,75.0,74.0,75.0,75.0,57.0,75.0
30000,6000000,F. Lustenberger,29,Switzerland,76,76,Hertha BSC Berlin,1761,65.0,76.0,65.0,66.0,70.0,72.0,45.0,38.0,61.0,32.0,36.0,13.0,9.0,12.0,13.0,7.0,72.0,83.0,86.0,68.0,35.0,78.0,50.0,32.0,77.0,74.0,47.0,78.0,58.0,68.0,82.0,68.0,62.0,35.0,60.0,77.0,75.0,57.0,66.0,177019,60.0,72.0,77.0,66.0,75.0,57.0,60.0,54.0,57.0,70.0,CB CDM,60.0,72.0,77.0,66.0,75.0,57.0,60.0,54.0,57.0,70.0,54.0
36000,10000000,T. Jedvaj,21,Croatia,76,84,Bayer 04 Leverkusen,1827,75.0,83.0,67.0,65.0,68.0,67.0,67.0,45.0,60.0,51.0,30.0,15.0,13.0,10.0,10.0,12.0,74.0,76.0,81.0,60.0,39.0,74.0,44.0,49.0,72.0,68.0,65.0,78.0,69.0,72.0,77.0,76.0,39.0,43.0,59.0,75.0,71.0,60.0,61.0,215930,59.0,73.0,75.0,61.0,71.0,60.0,63.0,62.0,61.0,72.0,RB CB,59.0,73.0,75.0,61.0,71.0,60.0,63.0,62.0,61.0,72.0,62.0
35000,7500000,E. Bičakčić,27,Bosnia Herzegovina,76,77,TSG 1899 Hoffenheim,1631,55.0,87.0,52.0,61.0,58.0,63.0,38.0,32.0,35.0,24.0,28.0,11.0,11.0,15.0,15.0,12.0,74.0,74.0,65.0,59.0,45.0,76.0,39.0,33.0,72.0,63.0,59.0,76.0,53.0,62.0,80.0,84.0,41.0,42.0,49.0,75.0,69.0,48.0,56.0,201860,49.0,66.0,75.0,56.0,69.0,48.0,49.0,50.0,46.0,63.0,CB,49.0,66.0,75.0,56.0,69.0,48.0,49.0,50.0,46.0,63.0,50.0
23000,12500000,J. Añor,23,Venezuela,76,86,Málaga CF,1837,69.0,42.0,78.0,79.0,79.0,68.0,72.0,69.0,80.0,73.0,74.0,8.0,6.0,12.0,14.0,6.0,52.0,35.0,61.0,73.0,77.0,39.0,66.0,75.0,73.0,76.0,81.0,36.0,72.0,66.0,43.0,35.0,77.0,39.0,76.0,46.0,57.0,76.0,72.0,216468,76.0,56.0,46.0,72.0,57.0,76.0,75.0,71.0,76.0,60.0,CAM RM,76.0,56.0,46.0,72.0,57.0,76.0,75.0,71.0,76.0,60.0,71.0
33000,8000000,V. Stocker,28,Switzerland,76,76,Hertha BSC Berlin,1895,69.0,70.0,78.0,75.0,80.0,73.0,72.0,76.0,78.0,74.0,73.0,7.0,8.0,7.0,10.0,7.0,54.0,42.0,72.0,67.0,69.0,29.0,67.0,73.0,75.0,76.0,65.0,35.0,66.0,68.0,40.0,62.0,76.0,75.0,75.0,51.0,59.0,74.0,71.0,183187,75.0,56.0,51.0,71.0,59.0,74.0,74.0,71.0,75.0,59.0,LM CAM,75.0,56.0,51.0,71.0,59.0,74.0,74.0,71.0,75.0,59.0,71.0
45000,8500000,M. Pereyra,27,Uruguay,76,77,FC Krasnodar,2037,76.0,67.0,94.0,89.0,78.0,73.0,74.0,67.0,74.0,70.0,73.0,16.0,13.0,14.0,12.0,7.0,49.0,69.0,53.0,74.0,75.0,65.0,62.0,73.0,75.0,79.0,70.0,55.0,70.0,73.0,67.0,58.0,77.0,69.0,76.0,64.0,71.0,74.0,75.0,204691,76.0,69.0,64.0,75.0,71.0,74.0,75.0,70.0,75.0,71.0,RM CAM RW CM,76.0,69.0,64.0,75.0,71.0,74.0,75.0,70.0,75.0,71.0,70.0
36000,9500000,M. Jojić,25,Serbia,76,79,1. FC Köln,2008,75.0,65.0,77.0,75.0,78.0,67.0,77.0,78.0,77.0,72.0,75.0,10.0,11.0,10.0,9.0,12.0,54.0,66.0,63.0,76.0,75.0,39.0,67.0,75.0,74.0,78.0,78.0,45.0,72.0,77.0,52.0,65.0,76.0,75.0,76.0,58.0,66.0,75.0,75.0,221838,76.0,64.0,58.0,75.0,66.0,75.0,76.0,73.0,76.0,67.0,CDM RM CM,76.0,64.0,58.0,75.0,66.0,75.0,76.0,73.0,76.0,67.0,73.0
25000,10500000,N. Castillo,24,Chile,76,81,U.N.A.M.,1847,68.0,67.0,62.0,79.0,75.0,72.0,49.0,59.0,68.0,79.0,59.0,13.0,8.0,9.0,10.0,15.0,77.0,37.0,79.0,59.0,70.0,27.0,86.0,78.0,74.0,65.0,78.0,19.0,64.0,69.0,30.0,88.0,58.0,69.0,69.0,50.0,53.0,72.0,64.0,212878,69.0,49.0,50.0,64.0,53.0,72.0,67.0,75.0,68.0,51.0,ST,69.0,49.0,50.0,64.0,53.0,72.0,67.0,75.0,68.0,51.0,75.0
29000,5500000,P. Pekarík,30,Slovakia,76,76,Hertha BSC Berlin,1833,75.0,66.0,73.0,77.0,76.0,73.0,74.0,67.0,73.0,29.0,39.0,12.0,12.0,15.0,9.0,10.0,42.0,69.0,64.0,64.0,37.0,79.0,49.0,54.0,76.0,75.0,56.0,81.0,74.0,78.0,78.0,66.0,49.0,35.0,64.0,71.0,73.0,62.0,67.0,190854,64.0,75.0,71.0,67.0,73.0,62.0,68.0,56.0,65.0,76.0,RB,64.0,75.0,71.0,67.0,73.0,62.0,68.0,56.0,65.0,76.0,56.0
32000,9000000,E. Balanta,24,Colombia,76,82,FC Basel,1761,67.0,82.0,60.0,51.0,70.0,73.0,50.0,35.0,65.0,36.0,42.0,9.0,14.0,11.0,12.0,10.0,75.0,73.0,70.0,78.0,34.0,74.0,43.0,45.0,73.0,68.0,55.0,74.0,73.0,74.0,76.0,84.0,43.0,35.0,59.0,75.0,73.0,58.0,64.0,213899,59.0,71.0,75.0,64.0,73.0,58.0,62.0,58.0,58.0,69.0,CB,59.0,71.0,75.0,64.0,73.0,58.0,62.0,58.0,58.0,69.0,58.0
28000,7500000,S. Kums,29,Belgium,76,76,RSC Anderlecht,2009,64.0,68.0,76.0,78.0,78.0,76.0,74.0,74.0,73.0,57.0,73.0,10.0,14.0,15.0,14.0,7.0,52.0,73.0,62.0,77.0,71.0,63.0,76.0,66.0,72.0,80.0,69.0,68.0,65.0,68.0,72.0,56.0,77.0,67.0,73.0,67.0,72.0,70.0,75.0,176009,73.0,70.0,67.0,75.0,72.0,70.0,72.0,66.0,71.0,71.0,CDM CM,73.0,70.0,67.0,75.0,72.0,70.0,72.0,66.0,71.0,71.0,66.0
13000,4400000,R. Vlaar,32,Netherlands,76,76,AZ Alkmaar,1708,30.0,72.0,29.0,42.0,64.0,72.0,29.0,39.0,52.0,44.0,69.0,11.0,9.0,8.0,11.0,7.0,71.0,78.0,50.0,67.0,66.0,78.0,67.0,39.0,68.0,68.0,78.0,73.0,44.0,58.0,81.0,92.0,59.0,55.0,56.0,75.0,72.0,55.0,63.0,168585,56.0,64.0,75.0,63.0,72.0,55.0,52.0,58.0,50.0,62.0,CB,56.0,64.0,75.0,63.0,72.0,55.0,52.0,58.0,50.0,62.0,58.0
30000,8000000,Koo Ja Cheol,28,Korea Republic,76,76,FC Augsburg,2044,74.0,55.0,77.0,78.0,78.0,72.0,72.0,76.0,80.0,74.0,75.0,11.0,14.0,10.0,15.0,9.0,66.0,57.0,77.0,71.0,78.0,51.0,74.0,74.0,73.0,75.0,80.0,47.0,73.0,74.0,60.0,64.0,72.0,80.0,75.0,61.0,65.0,76.0,73.0,182152,75.0,65.0,61.0,73.0,65.0,76.0,75.0,74.0,75.0,67.0,RM LM CAM,75.0,65.0,61.0,73.0,65.0,76.0,75.0,74.0,75.0,67.0,74.0
59000,9500000,J. Iturbe,24,Paraguay,76,78,Club Tijuana,1832,93.0,74.0,92.0,91.0,77.0,79.0,67.0,71.0,81.0,65.0,73.0,12.0,8.0,12.0,6.0,9.0,40.0,21.0,67.0,54.0,76.0,18.0,62.0,74.0,64.0,68.0,76.0,26.0,92.0,62.0,30.0,40.0,70.0,61.0,74.0,40.0,48.0,74.0,64.0,199151,74.0,50.0,40.0,64.0,48.0,74.0,73.0,69.0,76.0,54.0,RW,74.0,50.0,40.0,64.0,48.0,74.0,73.0,69.0,76.0,54.0,69.0
7000,11500000,M. de Ligt,17,Netherlands,76,89,Ajax,1854,62.0,74.0,60.0,44.0,72.0,67.0,47.0,48.0,67.0,44.0,55.0,12.0,11.0,11.0,12.0,10.0,78.0,70.0,80.0,69.0,62.0,75.0,40.0,44.0,72.0,71.0,83.0,74.0,67.0,74.0,77.0,83.0,66.0,40.0,64.0,75.0,73.0,64.0,68.0,235243,64.0,70.0,75.0,68.0,73.0,64.0,63.0,64.0,61.0,69.0,CB,64.0,70.0,75.0,68.0,73.0,64.0,63.0,64.0,61.0,69.0,64.0
55000,7000000,C. Ortíz,28,Paraguay,76,77,Monterrey,1928,70.0,72.0,73.0,76.0,75.0,77.0,53.0,63.0,71.0,48.0,43.0,10.0,7.0,12.0,15.0,12.0,44.0,82.0,71.0,60.0,64.0,73.0,40.0,69.0,74.0,77.0,70.0,71.0,68.0,87.0,79.0,75.0,69.0,55.0,70.0,72.0,75.0,68.0,72.0,198129,70.0,73.0,72.0,72.0,75.0,68.0,69.0,64.0,68.0,73.0,CM CDM,70.0,73.0,72.0,72.0,75.0,68.0,69.0,64.0,68.0,73.0,64.0
0,0,E. Paredes,36,Chile,76,76,,1875,69.0,55.0,70.0,68.0,76.0,70.0,62.0,69.0,73.0,80.0,75.0,12.0,15.0,11.0,9.0,7.0,70.0,30.0,72.0,69.0,71.0,26.0,78.0,80.0,74.0,69.0,74.0,29.0,68.0,76.0,22.0,81.0,69.0,66.0,73.0,47.0,53.0,74.0,68.0,196073,73.0,51.0,47.0,68.0,53.0,74.0,72.0,75.0,72.0,54.0,ST,73.0,51.0,47.0,68.0,53.0,74.0,72.0,75.0,72.0,54.0,75.0
63000,7500000,A. Hurtado,30,Colombia,76,76,Monterrey,1994,91.0,60.0,91.0,79.0,76.0,64.0,65.0,63.0,81.0,75.0,61.0,13.0,9.0,12.0,14.0,7.0,62.0,40.0,76.0,68.0,,34.0,70.0,75.0,77.0,74.0,72.0,48.0,91.0,79.0,51.0,70.0,71.0,75.0,76.0,56.0,61.0,77.0,71.0,212456,76.0,62.0,56.0,71.0,61.0,77.0,77.0,75.0,77.0,64.0,LW RW LM ST,76.0,62.0,56.0,71.0,61.0,77.0,77.0,75.0,77.0,64.0,75.0
29000,5500000,Gelson Fernandes,30,Switzerland,76,76,Eintracht Frankfurt,1943,68.0,87.0,67.0,67.0,69.0,71.0,59.0,57.0,68.0,51.0,55.0,14.0,6.0,13.0,10.0,13.0,63.0,79.0,70.0,70.0,55.0,74.0,50.0,61.0,72.0,75.0,67.0,70.0,66.0,92.0,77.0,75.0,68.0,55.0,67.0,74.0,75.0,66.0,71.0,158438,67.0,73.0,74.0,71.0,75.0,66.0,68.0,64.0,65.0,73.0,CM CDM,67.0,73.0,74.0,71.0,75.0,66.0,68.0,64.0,65.0,73.0,64.0
34000,10500000,D. Praet,23,Belgium,76,81,Sampdoria,1968,75.0,64.0,76.0,72.0,78.0,74.0,76.0,74.0,75.0,65.0,67.0,6.0,6.0,10.0,14.0,10.0,62.0,58.0,67.0,74.0,74.0,40.0,56.0,75.0,73.0,80.0,72.0,61.0,71.0,74.0,58.0,62.0,73.0,70.0,75.0,60.0,66.0,74.0,74.0,199652,75.0,66.0,60.0,74.0,66.0,74.0,75.0,71.0,74.0,68.0,RM CM CAM,75.0,66.0,60.0,74.0,66.0,74.0,75.0,71.0,74.0,68.0,71.0
43000,9000000,I. Fetfatzidis,26,Greece,76,77,Al Ahli,1785,90.0,50.0,91.0,91.0,82.0,61.0,74.0,68.0,78.0,63.0,67.0,10.0,5.0,7.0,13.0,15.0,25.0,23.0,43.0,63.0,67.0,24.0,65.0,68.0,71.0,77.0,64.0,20.0,78.0,78.0,30.0,47.0,74.0,64.0,75.0,38.0,52.0,73.0,69.0,197117,75.0,51.0,38.0,69.0,52.0,73.0,76.0,65.0,76.0,57.0,CF RM CAM,75.0,51.0,38.0,69.0,52.0,73.0,76.0,65.0,76.0,57.0,65.0
29000,5000000,B. Jokič,31,Slovenia,76,76,FC Ufa,1991,75.0,81.0,71.0,76.0,74.0,75.0,80.0,62.0,62.0,48.0,59.0,16.0,15.0,14.0,8.0,14.0,65.0,74.0,81.0,69.0,61.0,75.0,49.0,60.0,69.0,76.0,68.0,78.0,74.0,77.0,73.0,76.0,55.0,56.0,66.0,74.0,73.0,65.0,68.0,177149,66.0,75.0,74.0,68.0,73.0,65.0,69.0,64.0,67.0,75.0,LB LWB,66.0,75.0,74.0,68.0,73.0,65.0,69.0,64.0,67.0,75.0,64.0
11000,9000000,V. García,23,Venezuela,76,82,Vitória Guimarães,1847,82.0,74.0,80.0,83.0,75.0,71.0,73.0,59.0,74.0,31.0,29.0,11.0,6.0,11.0,12.0,12.0,59.0,73.0,72.0,58.0,36.0,69.0,40.0,66.0,76.0,66.0,58.0,75.0,85.0,86.0,74.0,62.0,45.0,35.0,64.0,70.0,70.0,64.0,65.0,217085,64.0,75.0,70.0,65.0,70.0,64.0,69.0,60.0,67.0,75.0,RB,64.0,75.0,70.0,65.0,70.0,64.0,69.0,60.0,67.0,75.0,60.0
17000,1000000,J. Corona,36,Mexico,76,76,Cruz Azul,1159,,11.0,,60.0,20.0,67.0,17.0,14.0,13.0,12.0,10.0,,,,78.0,,13.0,23.0,79.0,33.0,12.0,10.0,21.0,15.0,73.0,33.0,21.0,11.0,,25.0,13.0,,40.0,12.0,,,,,,156412,,,,,,,,,,,GK,,,,,,,,,,,
19000,4700000,J. Orozco,31,Mexico,76,76,Santos Laguna,1380,59.0,41.0,69.0,63.0,29.0,66.0,12.0,14.0,28.0,14.0,14.0,,73.0,83.0,75.0,73.0,12.0,12.0,83.0,61.0,12.0,14.0,24.0,13.0,73.0,52.0,24.0,20.0,60.0,30.0,15.0,68.0,70.0,14.0,,,,,,163301,,,,,,,,,,,GK,,,,,,,,,,,
21000,8500000,S. Denswil,24,Netherlands,76,81,Club Brugge KV,1881,54.0,76.0,60.0,53.0,68.0,68.0,44.0,68.0,63.0,46.0,76.0,11.0,14.0,6.0,9.0,9.0,76.0,73.0,79.0,71.0,60.0,74.0,63.0,41.0,74.0,73.0,83.0,77.0,56.0,64.0,76.0,80.0,61.0,43.0,62.0,75.0,72.0,61.0,66.0,205756,62.0,68.0,75.0,66.0,72.0,61.0,60.0,62.0,59.0,67.0,CB,62.0,68.0,75.0,66.0,72.0,61.0,60.0,62.0,59.0,67.0,62.0
55000,6000000,J. Vázquez,29,Mexico,76,76,Guadalajara,1969,77.0,75.0,78.0,91.0,73.0,77.0,55.0,60.0,60.0,40.0,62.0,7.0,7.0,8.0,16.0,6.0,55.0,83.0,79.0,68.0,67.0,72.0,62.0,65.0,73.0,79.0,70.0,69.0,74.0,88.0,74.0,63.0,65.0,48.0,68.0,72.0,75.0,66.0,71.0,209610,68.0,73.0,72.0,71.0,75.0,66.0,68.0,62.0,66.0,73.0,CM CDM,68.0,73.0,72.0,71.0,75.0,66.0,68.0,62.0,66.0,73.0,62.0
80000,12000000,C. Musonda,20,Belgium,76,85,Chelsea,1712,89.0,32.0,92.0,,80.0,64.0,,,83.0,66.0,,6.0,6.0,7.0,8.0,9.0,39.0,21.0,44.0,70.0,62.0,21.0,,,72.0,73.0,69.0,22.0,86.0,,20.0,,67.0,52.0,74.0,36.0,49.0,74.0,67.0,204233,74.0,50.0,36.0,67.0,49.0,74.0,75.0,68.0,76.0,55.0,LM RM,74.0,50.0,36.0,67.0,49.0,74.0,75.0,68.0,76.0,55.0,68.0
12000,7500000,F. Montero,29,Colombia,76,76,Vancouver Whitecaps FC,1965,72.0,52.0,86.0,84.0,79.0,75.0,,86.0,76.0,75.0,76.0,10.0,8.0,9.0,10.0,14.0,75.0,40.0,,66.0,75.0,29.0,77.0,77.0,74.0,,80.0,27.0,72.0,74.0,,58.0,,79.0,74.0,51.0,56.0,75.0,69.0,190919,74.0,56.0,51.0,69.0,56.0,75.0,73.0,75.0,74.0,58.0,CF ST,74.0,56.0,51.0,69.0,56.0,75.0,73.0,75.0,74.0,58.0,75.0
38000,9500000,R. Ghezzal,25,Algeria,76,79,AS Monaco,1858,77.0,50.0,78.0,76.0,80.0,74.0,74.0,80.0,81.0,71.0,74.0,12.0,6.0,15.0,7.0,15.0,56.0,27.0,62.0,71.0,75.0,28.0,68.0,73.0,63.0,76.0,74.0,23.0,76.0,69.0,24.0,61.0,77.0,59.0,76.0,43.0,53.0,75.0,70.0,210372,76.0,51.0,43.0,70.0,53.0,75.0,75.0,71.0,76.0,55.0,RM RW,76.0,51.0,43.0,70.0,53.0,75.0,75.0,71.0,76.0,55.0,71.0
28000,7000000,D. Moreno,31,Colombia,76,76,Atletico Nacional Medellin,1897,74.0,52.0,74.0,69.0,76.0,78.0,69.0,75.0,73.0,78.0,74.0,16.0,15.0,10.0,12.0,6.0,69.0,41.0,51.0,62.0,77.0,22.0,80.0,77.0,81.0,69.0,81.0,24.0,71.0,76.0,27.0,67.0,70.0,79.0,73.0,46.0,54.0,75.0,68.0,187075,73.0,53.0,46.0,68.0,54.0,75.0,73.0,75.0,74.0,57.0,ST,73.0,53.0,46.0,68.0,54.0,75.0,73.0,75.0,74.0,57.0,75.0
9000,6000000,R. Bistama,29,Chile,76,76,Universidad Católica,1748,55.0,88.0,49.0,49.0,52.0,70.0,55.0,54.0,44.0,51.0,50.0,9.0,14.0,13.0,8.0,10.0,76.0,75.0,88.0,72.0,51.0,75.0,66.0,24.0,71.0,61.0,43.0,76.0,58.0,62.0,77.0,81.0,47.0,44.0,51.0,75.0,69.0,50.0,58.0,159938,51.0,67.0,75.0,58.0,69.0,50.0,53.0,53.0,51.0,65.0,LB CB,51.0,67.0,75.0,58.0,69.0,50.0,53.0,53.0,51.0,65.0,53.0
19000,10000000,J. Gnagnon,20,Ivory Coast,76,84,Stade Rennais FC,1586,65.0,76.0,40.0,53.0,69.0,68.0,35.0,29.0,54.0,28.0,28.0,11.0,6.0,14.0,9.0,6.0,75.0,76.0,74.0,47.0,27.0,76.0,47.0,35.0,59.0,63.0,48.0,73.0,66.0,65.0,79.0,87.0,34.0,32.0,50.0,75.0,68.0,51.0,55.0,231361,50.0,67.0,75.0,55.0,68.0,51.0,53.0,52.0,50.0,65.0,CB,50.0,67.0,75.0,55.0,68.0,51.0,53.0,52.0,50.0,65.0,52.0
59000,6000000,S. İnan,32,Turkey,76,76,Galatasaray SK,2002,58.0,60.0,58.0,61.0,80.0,75.0,80.0,83.0,74.0,68.0,87.0,9.0,7.0,8.0,11.0,16.0,61.0,62.0,68.0,80.0,80.0,61.0,88.0,63.0,70.0,82.0,80.0,58.0,52.0,65.0,65.0,65.0,80.0,62.0,74.0,64.0,70.0,72.0,75.0,124607,74.0,66.0,64.0,75.0,70.0,72.0,73.0,69.0,72.0,68.0,CDM CM,74.0,66.0,64.0,75.0,70.0,72.0,73.0,69.0,72.0,68.0,69.0
9000,9000000,H. Kiyotake,27,Japan,76,77,Cerezo Osaka,1897,71.0,28.0,81.0,79.0,79.0,73.0,80.0,80.0,75.0,70.0,80.0,15.0,10.0,12.0,7.0,10.0,56.0,35.0,62.0,76.0,69.0,23.0,75.0,72.0,76.0,78.0,70.0,33.0,75.0,83.0,35.0,57.0,74.0,71.0,75.0,45.0,56.0,74.0,72.0,210126,75.0,56.0,45.0,72.0,56.0,74.0,76.0,71.0,75.0,61.0,RM CAM,75.0,56.0,45.0,72.0,56.0,74.0,76.0,71.0,75.0,61.0,71.0
15000,6000000,R. Lafrentz,29,Chile,76,76,Universidad de Chile,1958,78.0,75.0,72.0,77.0,71.0,68.0,61.0,54.0,77.0,51.0,57.0,15.0,14.0,14.0,10.0,9.0,56.0,74.0,43.0,75.0,45.0,76.0,77.0,58.0,77.0,77.0,42.0,77.0,81.0,91.0,72.0,68.0,77.0,57.0,71.0,71.0,75.0,68.0,73.0,159970,71.0,75.0,71.0,73.0,75.0,68.0,72.0,62.0,69.0,75.0,CAM CM CDM,71.0,75.0,71.0,73.0,75.0,68.0,72.0,62.0,69.0,75.0,62.0
89000,12500000,M. Pjaca,22,Croatia,76,86,Juventus,1892,84.0,50.0,81.0,75.0,87.0,70.0,76.0,82.0,86.0,61.0,72.0,11.0,5.0,10.0,9.0,12.0,68.0,30.0,68.0,67.0,72.0,16.0,72.0,60.0,66.0,77.0,76.0,24.0,84.0,72.0,26.0,73.0,68.0,72.0,75.0,45.0,53.0,74.0,69.0,229593,75.0,53.0,45.0,69.0,53.0,74.0,76.0,72.0,76.0,58.0,LW,75.0,53.0,45.0,69.0,53.0,74.0,76.0,72.0,76.0,58.0,72.0
21000,9000000,A. Regattin,25,Morocco,76,77,Osmanlıspor,2058,78.0,77.0,85.0,90.0,77.0,74.0,75.0,76.0,80.0,65.0,77.0,9.0,10.0,9.0,12.0,14.0,51.0,63.0,63.0,73.0,73.0,60.0,72.0,73.0,72.0,74.0,75.0,57.0,80.0,72.0,62.0,60.0,73.0,71.0,75.0,63.0,68.0,74.0,73.0,197081,75.0,68.0,63.0,73.0,68.0,74.0,75.0,70.0,75.0,70.0,RM LM,75.0,68.0,63.0,73.0,68.0,74.0,75.0,70.0,75.0,70.0,70.0
40000,6000000,T. Klose,29,Switzerland,76,76,Norwich City,1596,48.0,72.0,33.0,31.0,61.0,71.0,42.0,40.0,27.0,29.0,34.0,15.0,10.0,11.0,15.0,10.0,83.0,78.0,52.0,71.0,40.0,77.0,39.0,45.0,73.0,70.0,64.0,73.0,51.0,61.0,74.0,84.0,50.0,33.0,51.0,75.0,71.0,50.0,60.0,199383,51.0,67.0,75.0,60.0,71.0,50.0,51.0,54.0,47.0,64.0,CB,51.0,67.0,75.0,60.0,71.0,50.0,51.0,54.0,47.0,64.0,54.0
46000,6500000,L. Skorupski,26,Poland,76,79,Roma,1140,51.0,33.0,48.0,38.0,22.0,58.0,19.0,12.0,18.0,11.0,19.0,80.0,75.0,54.0,75.0,81.0,10.0,17.0,58.0,26.0,15.0,10.0,22.0,13.0,68.0,29.0,23.0,12.0,51.0,31.0,12.0,58.0,32.0,17.0,,,,,,189908,,,,,,,,,,,GK,,,,,,,,,,,
15000,3100000,D. Labran,33,Chile,76,76,Universidad de Chile,1987,69.0,81.0,78.0,77.0,77.0,68.0,75.0,48.0,75.0,56.0,73.0,9.0,9.0,14.0,15.0,8.0,56.0,77.0,67.0,74.0,46.0,71.0,61.0,54.0,71.0,73.0,72.0,66.0,68.0,88.0,77.0,71.0,73.0,58.0,69.0,72.0,75.0,67.0,72.0,159954,69.0,73.0,72.0,72.0,75.0,67.0,72.0,64.0,69.0,74.0,CM CDM,69.0,73.0,72.0,72.0,75.0,67.0,72.0,64.0,69.0,74.0,64.0
54000,9000000,C. Mbemba,22,DR Congo,76,82,Newcastle United,1799,72.0,74.0,68.0,63.0,69.0,68.0,47.0,29.0,64.0,52.0,28.0,9.0,14.0,16.0,7.0,7.0,74.0,72.0,88.0,65.0,42.0,74.0,31.0,52.0,69.0,64.0,79.0,77.0,76.0,74.0,79.0,84.0,43.0,37.0,60.0,75.0,70.0,62.0,62.0,210897,60.0,71.0,75.0,62.0,70.0,62.0,62.0,64.0,61.0,69.0,LB CB,60.0,71.0,75.0,62.0,70.0,62.0,62.0,64.0,61.0,69.0,64.0
8000,7000000,L. Villasoel,25,Chile,76,76,Colo-Colo,1782,52.0,80.0,38.0,37.0,55.0,75.0,61.0,54.0,45.0,41.0,48.0,7.0,15.0,13.0,7.0,11.0,73.0,72.0,81.0,75.0,45.0,76.0,77.0,42.0,77.0,67.0,71.0,77.0,63.0,68.0,75.0,83.0,44.0,52.0,53.0,75.0,71.0,54.0,60.0,159952,53.0,69.0,75.0,60.0,71.0,54.0,56.0,57.0,53.0,67.0,LB RB CB,53.0,69.0,75.0,60.0,71.0,54.0,56.0,57.0,53.0,67.0,57.0
12000,6000000,E. Şen,28,Belgium,76,76,CS Marítimo,2027,67.0,72.0,64.0,65.0,73.0,79.0,61.0,62.0,70.0,65.0,68.0,10.0,14.0,13.0,14.0,15.0,70.0,83.0,82.0,67.0,72.0,76.0,65.0,65.0,70.0,75.0,71.0,73.0,66.0,81.0,78.0,77.0,58.0,65.0,68.0,76.0,75.0,69.0,71.0,223695,68.0,74.0,76.0,71.0,75.0,69.0,68.0,69.0,68.0,73.0,CDM,68.0,74.0,76.0,71.0,75.0,69.0,68.0,69.0,68.0,73.0,69.0
0,0,P. Tau,23,South Africa,76,78,,1774,79.0,43.0,75.0,88.0,77.0,74.0,75.0,68.0,76.0,82.0,45.0,6.0,13.0,13.0,15.0,11.0,49.0,29.0,45.0,53.0,67.0,26.0,65.0,77.0,70.0,72.0,67.0,25.0,77.0,67.0,35.0,41.0,75.0,68.0,74.0,41.0,51.0,75.0,67.0,225144,74.0,52.0,41.0,67.0,51.0,75.0,74.0,71.0,76.0,56.0,CAM RW,74.0,52.0,41.0,67.0,51.0,75.0,74.0,71.0,76.0,56.0,71.0
18000,7500000,W. Mansila,29,Chile,76,76,Universidad de Chile,1798,73.0,57.0,62.0,56.0,75.0,65.0,61.0,62.0,76.0,78.0,63.0,8.0,14.0,12.0,16.0,12.0,77.0,34.0,55.0,55.0,73.0,31.0,64.0,72.0,79.0,62.0,76.0,22.0,78.0,61.0,23.0,69.0,65.0,77.0,71.0,47.0,50.0,74.0,64.0,160145,71.0,51.0,47.0,64.0,50.0,74.0,70.0,75.0,72.0,53.0,CF ST,71.0,51.0,47.0,64.0,50.0,74.0,70.0,75.0,72.0,53.0,75.0
